,composition,actual_hardness,predicted_hardness,y_lower,y_upper,y_std,y_std_calib,load
588,W0.5Ta0.5B2.1,25.90099987,26.22368,26.642338,29.265392,0.66914654,25.467634,2.94
589,W0.5Ta0.5B2.1,23.66386593,24.01301,25.02068,27.781187,0.7042111,26.802187,4.9
590,W0.5Tb0.5B11.6,24.97814208,26.060926,25.681458,27.984112,0.5874118,24.873482,4.9
591,W0.5Tb0.5B11.6,36.67213115,37.90668,35.627697,41.898,1.5995668,67.73237,0.49
592,W0.5Tb0.5B11.6,32.32786885,32.2757,30.797695,34.648277,0.98229134,41.594337,0.98
593,W0.5Tb0.5B11.6,28.39344262,29.363403,27.97227,31.502794,0.9006442,38.137054,1.96
594,W0.5Tb0.5B11.6,27.21857923,27.878704,27.068905,29.540043,0.6303923,26.693457,2.94
595,W0.5Y0.5B11.6,28.92852563,27.759695,27.766947,28.44619,0.17327629,6.2052317,4.9
596,W0.5Y0.5B11.6,39.96680415,40.57951,38.77139,41.07893,0.5886584,21.080563,0.49
597,W0.5Y0.5B11.6,34.46466469,34.30459,33.874176,35.03952,0.29728168,10.646013,0.98
598,W0.5Y0.5B11.6,30.55879971,31.482882,30.682205,31.625664,0.2406782,8.618976,1.96
599,W0.5Y0.5B11.6,29.30213011,29.790098,29.261145,29.89912,0.1627489,5.8282332,2.94
600,W0.6Nb0.4B2.1,36.00342752,35.799324,31.881996,36.738804,1.2389815,41.550148,0.49
601,W0.6Nb0.4B2.1,33.01710713,32.369595,29.207674,33.41187,1.0724987,35.967026,0.98
602,W0.6Nb0.4B2.1,30.22034741,28.955046,25.794197,29.127531,0.8503403,28.51678,1.96
603,W0.6Nb0.4B2.1,28.32423132,27.250668,25.01187,27.537909,0.64439774,21.610348,2.94
604,W0.6Nb0.4B2.1,25.88303733,24.837164,23.24659,26.82914,0.9139158,30.648832,4.9
605,W0.75Sc0.25B11.6,41.91300677,40.45385,39.220055,43.000484,0.96439534,41.277695,0.49
606,W0.75Sc0.25B11.6,34.52687623,34.129322,34.304905,36.30133,0.50929224,21.79854,0.98
607,W0.75Sc0.25B11.6,32.7083273,31.432898,30.851892,32.566456,0.4373886,18.720945,1.96
608,W0.75Sc0.25B11.6,30.69393464,29.753311,29.535048,30.46506,0.23724788,10.154596,2.94
609,W0.75Sc0.25B11.6,28.20394564,27.77395,28.183765,28.728045,0.13884671,5.942866,4.9
610,W0.7Os0.3,17.04,10.667457,6.53133,11.667892,1.3103476,43.94346,0.49
611,W0.88Ta0.02Cr0.1B4,49.9,49.23837,42.27139,49.134266,1.7507339,58.712135,0.49
612,W0.88Ta0.02Cr0.1B4,43.0,40.144062,37.256783,41.526844,1.0893013,36.530514,0.98
613,W0.88Ta0.02Cr0.1B4,37.8,35.672348,33.79192,36.900116,0.7929072,26.59072,1.96
614,W0.88Ta0.02Cr0.1B4,34.5,33.49188,32.098896,34.413124,0.5903643,19.798296,2.94
615,W0.88Ta0.02Cr0.1B4,30.8,31.135838,30.487526,32.38935,0.48515943,16.270174,4.9
616,W0.88Ta0.02Mn0.1B4,47.2,48.122604,41.408955,49.594994,2.0882752,74.78364,0.49
617,W0.88Ta0.02Mn0.1B4,36.9,40.316803,36.440468,42.404655,1.5214764,54.485893,0.98
618,W0.88Ta0.02Mn0.1B4,33.1,35.609447,32.952923,37.501606,1.1603783,41.55454,1.96
619,W0.88Ta0.02Mn0.1B4,31.5,33.31588,31.46937,35.077496,0.9204402,32.962067,2.94
620,W0.88Ta0.02Mn0.1B4,30.4,30.62682,30.02442,33.115917,0.7886473,28.242405,4.9
621,W0.8Dy0.2B11.6,26.95609756,28.841751,26.702358,28.85117,0.54816616,18.383152,4.9
622,W0.8Dy0.2B11.6,41.74146341,41.958942,36.698467,42.279613,1.4237617,47.746887,0.49
623,W0.8Dy0.2B11.6,33.71707317,35.52386,32.201817,35.1966,0.76397586,25.620487,0.98
624,W0.8Dy0.2B11.6,30.33658537,32.35557,29.294521,31.700256,0.6137079,20.581142,1.96
625,W0.8Dy0.2B11.6,28.8,30.696764,27.923742,30.766047,0.72507757,24.316004,2.94
626,W0.8Er0.2B11.6,27.01766784,28.817055,27.632683,28.949018,0.3357999,14.372784,4.9
627,W0.8Er0.2B11.6,38.58814291,42.558105,38.307735,43.247364,1.2601093,53.934734,0.49
628,W0.8Er0.2B11.6,35.23517864,35.37369,33.468613,36.138546,0.68110543,29.152424,0.98
629,W0.8Er0.2B11.6,31.03023165,32.38385,30.15079,32.749958,0.6630533,28.379763,1.96
630,W0.8Er0.2B11.6,30.61798194,30.73953,28.89158,30.556831,0.42480886,18.182512,2.94
631,W0.8Gd0.2B11.6,28.04614629,27.869335,27.775166,29.209255,0.36583918,13.923794,4.9
632,W0.8Gd0.2B11.6,38.35297005,41.967762,38.94083,43.435543,1.1466104,43.639847,0.49
633,W0.8Gd0.2B11.6,32.76877761,35.054253,33.942833,36.21256,0.5790117,22.037113,0.98
634,W0.8Gd0.2B11.6,30.72655866,31.772316,30.409666,32.379417,0.5024876,19.124615,1.96
635,W0.8Gd0.2B11.6,29.45017182,29.947197,29.142656,30.877394,0.44253504,16.842829,2.94
636,W0.8Ho0.2B11.6,30.19333333,27.170778,26.250942,27.80932,0.39754546,16.833742,4.9
637,W0.8Ho0.2B11.6,43.02666667,40.250977,36.914345,41.926315,1.2785639,54.13976,0.49
638,W0.8Ho0.2B11.6,36.29333333,33.65497,31.956896,34.753525,0.71342576,30.20944,0.98
639,W0.8Ho0.2B11.6,33.36,30.51845,28.952042,31.02058,0.52768844,22.344543,1.96
640,W0.8Ho0.2B11.6,31.32666667,29.061842,27.808138,29.08231,0.32504383,13.76372,2.94
641,W0.8Nb0.2B2.1,37.12878326,36.056015,33.416504,38.252968,1.2337918,44.183563,0.49
642,W0.8Nb0.2B2.1,33.21809384,31.985252,30.157001,33.72393,0.9099308,32.585712,0.98
643,W0.8Nb0.2B2.1,29.61551935,29.18009,26.917904,30.13654,0.8210805,29.403877,1.96
644,W0.8Nb0.2B2.1,27.31650799,27.419214,25.816965,28.208672,0.6101292,21.849457,2.94
645,W0.8Nb0.2B2.1,24.94636894,25.075586,24.30921,26.553556,0.57253736,20.50325,4.9
646,W0.8Sc0.2B11.6,39.25845882,41.700935,38.919483,42.401985,0.88839334,31.81443,0.49
647,W0.8Sc0.2B11.6,34.78205484,35.15732,33.990578,36.28571,0.5854928,20.9672,0.98
648,W0.8Sc0.2B11.6,32.37597472,32.324085,30.771015,32.65627,0.48093212,17.222755,1.96
649,W0.8Sc0.2B11.6,30.0818053,30.609695,29.353561,30.930239,0.4022136,14.403751,2.94
650,W0.8Sc0.2B11.6,27.78763589,28.427053,27.863642,29.503908,0.4184353,14.98467,4.9
651,W0.8Ta0.2B2.1,34.59975148,34.51787,33.28357,37.945736,1.1893282,50.905186,0.49
652,W0.8Ta0.2B2.1,31.54699579,29.993658,29.903605,32.022205,0.5404594,23.132544,0.98
653,W0.8Ta0.2B2.1,29.49626618,27.81546,26.467602,28.226526,0.44870523,19.205317,1.96
654,W0.8Ta0.2B2.1,27.23585225,26.350466,25.538746,27.036926,0.38218886,16.358307,2.94
655,W0.8Ta0.2B2.1,24.88217742,24.449785,24.117805,25.743639,0.41475344,17.752125,4.9
656,W0.8Tb0.2B11.6,26.69945355,27.158915,26.304668,28.519552,0.5650214,20.234095,4.9
657,W0.8Tb0.2B11.6,42.30054645,40.20024,37.286095,41.2535,1.0120937,36.24429,0.49
658,W0.8Tb0.2B11.6,32.32786885,33.78786,31.954924,35.236828,0.83722043,29.981867,0.98
659,W0.8Tb0.2B11.6,29.15846995,30.758215,29.032995,31.675812,0.6741879,24.143476,1.96
660,W0.8Tb0.2B11.6,28.14754098,29.090502,27.653687,29.90586,0.5745343,20.574762,2.94
661,W0.8Y0.2B11.6,27.64738769,27.854536,28.079712,29.154268,0.27412152,10.433031,4.9
662,W0.8Y0.2B11.6,38.65173773,41.562016,39.413372,43.492725,1.0406513,39.60706,0.49
663,W0.8Y0.2B11.6,32.87785036,34.643276,34.454796,36.660362,0.5626445,21.414179,0.98
664,W0.8Y0.2B11.6,31.21357668,31.63892,30.888058,32.62349,0.44271216,16.84957,1.96
665,W0.8Y0.2B11.6,29.31159025,29.963327,29.564083,30.883911,0.3366908,12.81441,2.94
666,W0.93Ta0.02Cr0.05B4,57.3,52.76801,43.119858,53.157642,2.5606592,109.60039,0.49
667,W0.93Ta0.02Cr0.05B4,44.1,44.489174,38.051174,45.464355,1.8911177,80.942924,0.98
668,W0.93Ta0.02Cr0.05B4,38.2,38.371876,34.335114,39.27723,1.2607439,53.961895,1.96
669,W0.93Ta0.02Cr0.05B4,34.8,35.771133,32.90819,36.92342,1.024293,43.841408,2.94
670,W0.93Ta0.02Cr0.05B4,31.7,33.234585,31.078207,34.995426,0.9992906,42.771267,4.9
671,W0.94Ta0.02Mn0.04B4,55.8,51.74861,43.029984,51.41716,2.1395857,81.432365,0.49
672,W0.94Ta0.02Mn0.04B4,46.7,42.579796,38.019135,44.03071,1.5335647,58.367283,0.98
673,W0.94Ta0.02Mn0.04B4,37.0,37.363155,34.221645,37.952175,0.95166576,36.22028,1.96
674,W0.94Ta0.02Mn0.04B4,34.8,34.534496,32.83206,35.85318,0.7706934,29.332495,2.94
675,W0.94Ta0.02Mn0.04B4,30.9,32.02744,31.462528,34.040295,0.6575935,25.027925,4.9
676,W0.94Ta0.06B2.1,35.7105193,33.09881,31.774384,36.111282,1.1063517,46.847576,0.49
677,W0.94Ta0.06B2.1,29.86134618,29.107027,28.771973,30.785856,0.5137458,21.754152,0.98
678,W0.94Ta0.06B2.1,27.36785048,26.992435,25.967934,27.652325,0.42969158,18.194944,1.96
679,W0.94Ta0.06B2.1,26.10946264,25.535944,24.984823,25.886593,0.23004328,9.740997,2.94
680,W0.94Ta0.06B2.1,24.26846434,23.62855,23.314411,24.173409,0.21913198,9.278968,4.9
681,W0.9Cr0.1B4,53.5,49.335754,41.809414,49.698544,2.012533,72.07122,0.49
682,W0.9Cr0.1B4,32.4,30.632172,30.23853,33.36897,0.79858154,28.598162,4.9
683,W0.9Dy0.1B11.6,27.05853659,28.254131,26.749023,30.10316,0.85564727,30.641754,4.9
684,W0.9Dy0.1B11.6,41.05853659,42.77687,37.696056,43.90892,1.5849142,56.75768,0.49
685,W0.9Dy0.1B11.6,33.30731707,35.295307,32.50527,36.976402,1.1405954,40.846092,0.98
686,W0.9Dy0.1B11.6,29.89268293,32.41223,29.508396,33.163383,0.9323947,33.39017,1.96
687,W0.9Dy0.1B11.6,27.87804878,30.571205,28.116816,31.494677,0.8616992,30.858482,2.94
688,W0.9Er0.1B11.6,28.17196702,28.94246,27.391766,29.20883,0.4635368,15.545044,4.9
689,W0.9Er0.1B11.6,45.87122104,43.044968,37.58863,43.138077,1.415675,47.475693,0.49
690,W0.9Er0.1B11.6,34.3557126,35.976242,33.100323,36.34954,0.8288821,27.797165,0.98
691,W0.9Er0.1B11.6,32.48684727,32.563942,30.151539,32.574303,0.618052,20.726824,1.96
692,W0.9Er0.1B11.6,31.46996466,30.878435,28.663427,31.408756,0.700339,23.48638,2.94
693,W0.9Gd0.1B11.6,30.05645557,27.775633,27.794228,29.745962,0.49789146,21.310566,4.9
694,W0.9Gd0.1B11.6,44.03289151,41.30348,38.495365,43.691643,1.325581,56.737026,0.49
695,W0.9Gd0.1B11.6,35.83210604,34.47755,33.629143,36.48445,0.72839504,31.176497,0.98
696,W0.9Gd0.1B11.6,31.84339715,31.485003,30.290325,33.083458,0.71253383,30.49761,1.96
697,W0.9Gd0.1B11.6,31.55621011,29.73528,29.020813,31.305002,0.5827013,24.940567,2.94
698,W0.9Ho0.1B11.6,29.42666667,27.908571,26.384287,28.436876,0.5236197,22.172256,4.9
699,W0.9Ho0.1B11.6,43.06,42.157677,37.265743,42.936436,1.4466052,61.255333,0.49
700,W0.9Ho0.1B11.6,35.36,34.426315,32.09302,35.539192,0.8791252,37.22585,0.98
701,W0.9Ho0.1B11.6,33.72666667,31.289213,29.052437,31.670311,0.66782504,28.278515,1.96
702,W0.9Ho0.1B11.6,32.12666667,29.762592,27.908533,29.742683,0.46789548,19.812658,2.94
703,W0.9Nb0.1B2.1,37.11075874,36.451126,33.292637,37.580334,1.0938002,41.629898,0.49
704,W0.9Nb0.1B2.1,32.10979226,32.11021,30.08588,33.539425,0.88100624,33.530987,0.98
705,W0.9Nb0.1B2.1,29.38416024,29.066666,26.85579,29.460297,0.6644152,25.28756,1.96
706,W0.9Nb0.1B2.1,28.03321906,27.71189,26.067186,27.788086,0.439005,16.708475,2.94
707,W0.9Nb0.1B2.1,25.63940312,25.571442,24.528904,26.329123,0.45923942,17.478596,4.9
708,W0.9Sc0.1B11.6,43.09813533,43.57003,39.2505,44.51511,1.3430128,56.868797,0.49
709,W0.9Sc0.1B11.6,36.29956011,35.713226,34.21786,37.187717,0.7576164,32.080658,0.98
710,W0.9Sc0.1B11.6,34.08932372,32.307003,30.893843,33.241673,0.59893614,25.36147,1.96
711,W0.9Sc0.1B11.6,30.73200263,30.688578,29.603535,31.33493,0.44168258,18.702694,2.94
712,W0.9Sc0.1B11.6,28.35390018,28.814623,28.019512,29.95335,0.49332598,20.889492,4.9
713,W0.9Ta0.1B2.1,34.92040922,33.85561,32.038013,35.984425,1.0067375,33.761673,0.49
714,W0.9Ta0.1B2.1,28.81489784,30.309465,29.276081,31.874212,0.66278857,22.227097,0.98
715,W0.9Ta0.1B2.1,27.3234987,27.471785,26.178055,27.477476,0.33148503,11.116592,1.96
716,W0.9Ta0.1B2.1,26.55446042,25.804462,25.44536,26.01882,0.14629072,4.905966,2.94
717,W0.9Ta0.1B2.1,24.50377779,23.62678,23.655294,24.896164,0.31654835,10.61568,4.9
718,W0.9Tb0.1B11.6,26.50819672,27.838884,26.516571,29.788898,0.8347774,35.729836,4.9
719,W0.9Tb0.1B11.6,42.6010929,41.89166,37.273815,43.43859,1.5726469,67.31185,0.49
720,W0.9Tb0.1B11.6,35.60655738,34.652683,31.94699,36.298233,1.1100112,47.510292,0.98
721,W0.9Tb0.1B11.6,30.22404372,31.54608,28.819767,33.055637,1.0805792,46.250553,1.96
722,W0.9Tb0.1B11.6,28.44808743,29.933304,27.74155,31.323183,0.91368175,39.10707,2.94
723,W0.9Y0.1B11.6,29.74501412,29.37762,28.14026,30.137114,0.50940126,19.387749,4.9
724,W0.9Y0.1B11.6,43.77216402,43.92763,39.556152,44.797745,1.3371409,50.89142,0.49
725,W0.9Y0.1B11.6,37.01331939,36.641174,34.570786,37.567265,0.7644079,29.09327,0.98
726,W0.9Y0.1B11.6,33.44709484,33.26739,30.972012,33.74464,0.7073032,26.919872,1.96
727,W0.9Y0.1B11.6,31.3752882,31.601995,29.654146,31.964088,0.58927095,22.42758,2.94
728,W2B,23.73,25.407597,16.183176,29.413448,3.3750694,144.45848,0.49
729,W2B5,26.12,34.251022,31.11348,38.967068,2.0034664,85.75163,0.29
730,W2C,24.0,17.77727,13.818147,24.733912,2.7846339,93.38473,0.49
731,W2C,20.5,16.088036,13.268348,21.683676,2.1467674,71.99341,0.98
732,WB,36.28,33.168278,26.776972,33.81017,1.794183,60.169235,0.49
733,WB11.6,41.2583195,43.58819,38.20959,45.009396,1.734644,74.2456,0.49
734,WB11.6,34.06805683,36.38116,33.574913,37.618595,1.0315515,44.15209,0.98
735,WB11.6,30.71075987,33.452457,30.424728,34.121025,0.9429328,40.359062,1.96
736,WB11.6,29.25589659,31.434116,29.155964,32.51084,0.8558361,36.63118,2.94
737,WB11.6,26.40217366,29.462362,27.925482,31.01489,0.7881145,33.732586,4.9
738,WB2,26.09,34.577377,32.122673,36.40753,1.0930762,39.14437,0.29
739,WB2.1,29.50839113,33.21611,28.887203,35.891907,1.7869141,59.925465,0.49
740,WB2.1,25.92951778,29.514814,26.224182,31.851883,1.435638,48.145164,0.98
741,WB2.1,24.69705809,26.542871,23.232706,27.473585,1.0818568,36.280857,1.96
742,WB2.1,23.20388577,24.708166,22.53157,26.405588,0.9882698,33.14235,2.94
743,WB2.1,21.94770066,22.425188,20.843391,25.29088,1.1345634,38.048412,4.9
744,WB4,40.39,50.942368,41.063976,50.784145,2.479635,94.374596,0.49
745,WB4,38.0,43.099022,36.865765,44.090992,1.8431702,70.150826,0.98
746,WB4,32.9,38.284527,33.335636,38.174126,1.2343085,46.977627,1.96
747,WB4,28.1,33.165768,30.750648,34.237453,0.889491,33.853916,4.9
748,WC,25.6,18.455715,15.293797,19.596638,1.0976635,46.47968,9.8
749,Y0.05Sc0.95CrB4,31.6298633,35.386677,28.497122,35.809605,1.8654293,78.990105,0.49
750,Y0.05Sc0.95CrB4,29.94742376,31.82193,25.606873,32.64482,1.795395,76.02456,0.98
751,Y0.05Sc0.95CrB4,28.15983176,28.44309,23.236069,29.102724,1.4965957,63.372143,1.96
752,Y0.05Sc0.95CrB4,25.8254469,26.332718,22.56935,27.800623,1.3345085,56.50869,2.94
753,Y0.05Sc0.95CrB4,23.53312303,24.338741,21.173018,26.64021,1.3946917,59.0571,4.9
754,Y0.05Sc1.95ReB6,35.34134522,35.340107,33.03262,36.250973,0.82100844,29.401297,0.49
755,Y0.05Sc1.95ReB6,32.4633275,30.09954,28.69093,31.114922,0.61836535,22.144405,0.98
756,Y0.05Sc1.95ReB6,25.15574539,25.351633,24.711042,28.081844,0.85989845,30.793995,1.96
757,Y0.05Sc1.95ReB6,22.97844042,22.8849,23.20005,25.706741,0.639462,22.8999,2.94
758,Y0.05Sc1.95ReB6,22.52797085,20.942698,21.417542,23.732166,0.5904655,21.145277,4.9
759,Y0.1Ce0.8Sm0.1O1.9,8.34,5.74226,5.5164585,8.2247,0.6908779,26.294727,9.8
760,Y0.25Hf0.25Gd0.5B20,37.6,42.986996,39.041786,43.09451,1.0338578,43.777878,0.49
761,Y0.25Hf0.25Gd0.5B20,30.9,36.38579,34.341515,36.98692,0.67484814,28.575903,0.98
762,Y0.25Hf0.25Gd0.5B20,27.1,33.770554,30.99981,33.414673,0.6160366,26.085575,1.96
763,Y0.25Hf0.25Gd0.5B20,25.7,31.717604,29.65679,31.818842,0.5515439,23.354683,2.98
764,Y0.25Hf0.25Gd0.5B20,25.4,30.347176,28.616163,30.717941,0.53616786,22.703598,4.9
765,Y0.25Hf0.5Gd0.25B20,43.2,42.059025,37.843613,43.04669,1.327316,47.53278,0.49
766,Y0.25Hf0.5Gd0.25B20,35.9,35.22491,32.95128,36.794243,0.980348,35.107437,0.98
767,Y0.25Hf0.5Gd0.25B20,33.3,32.308662,29.819096,33.49125,0.93677384,33.546993,1.96
768,Y0.25Hf0.5Gd0.25B20,31.8,30.379763,28.072084,31.551622,0.8876372,31.787352,2.98
769,Y0.25Hf0.5Gd0.25B20,28.6,28.873333,27.347452,30.39982,0.7786653,27.88494,4.9
770,Y0.25Hf0.75B20,44.1,40.471943,38.25174,42.46,1.0735356,36.001797,0.49
771,Y0.25Hf0.75B20,36.5,34.268314,33.809734,36.758972,0.7523566,25.230825,0.98
772,Y0.25Hf0.75B20,34.6,31.646797,30.40794,33.47961,0.7835894,26.278242,1.96
773,Y0.25Hf0.75B20,31.9,29.859875,28.461845,30.602255,0.54602283,18.311274,2.98
774,Y0.25Hf0.75B20,30.8,28.323353,27.624176,30.090548,0.6291764,21.099888,4.9
775,Y0.25Sc0.75CrB4,35.35226078,33.737865,29.32141,35.16205,1.4899589,63.77267,0.49
776,Y0.25Sc0.75CrB4,32.0084122,30.87757,27.230036,31.857553,1.1804892,50.526863,0.98
777,Y0.25Sc0.75CrB4,27.59200841,27.583696,24.914448,29.07913,1.0624189,45.473263,1.96
778,Y0.25Sc0.75CrB4,26.14090431,25.499222,24.118324,26.930906,0.7174954,30.709972,2.94
779,Y0.25Sc0.75CrB4,23.11251314,23.760172,22.653088,25.679142,0.7719526,33.040833,4.9
780,Y0.25Sc1.75ReB6,35.59409986,36.6948,32.947575,37.314434,1.1139947,42.3985,0.49
781,Y0.25Sc1.75ReB6,32.39077837,31.926188,28.902094,32.230515,0.8490869,32.31614,0.98
782,Y0.25Sc1.75ReB6,27.11027396,26.536549,24.890799,28.071781,0.81147516,30.884644,1.96
783,Y0.25Sc1.75ReB6,24.65771741,24.085863,23.684822,25.898525,0.56472015,21.49318,2.94
784,Y0.25Sc1.75ReB6,23.08107391,22.31372,21.80576,23.965866,0.5510476,20.972803,4.9
785,Y0.25Zr0.75B12,43.88793167,42.492928,38.185017,43.048687,1.2407322,44.432106,0.49
786,Y0.25Zr0.75B12,36.39841791,36.297985,34.256104,37.301353,0.77684945,27.81991,0.98
787,Y0.25Zr0.75B12,34.17780736,33.723114,31.227621,34.42168,0.81481105,29.179361,1.96
788,Y0.25Zr0.75B12,32.84544103,32.12165,29.795906,32.81553,0.77031195,27.585794,2.94
789,Y0.25Zr0.75B12,30.38258206,30.163288,28.740032,30.99218,0.57452744,20.574516,4.9
790,Y0.25Zr0.75B12,45.71772802,42.492928,38.185017,43.048687,1.2407322,44.432106,0.49
791,Y0.2Zr0.8O1.92,12.83,14.5259495,8.852373,13.880262,1.2826248,54.898438,9.81
792,Y0.5Ce0.5O1.75,7.4985,6.4696255,5.2034674,9.981451,1.2188734,40.875805,9.8
793,Y0.5Hf0.25Gd0.25B20,43.2,39.670815,36.3311,40.91824,1.1701885,39.243126,0.49
794,Y0.5Hf0.25Gd0.25B20,37.4,33.052032,32.122116,35.310192,0.8132847,27.274096,0.98
795,Y0.5Hf0.25Gd0.25B20,33.8,30.343788,28.940731,32.139484,0.8160085,27.36544,1.96
796,Y0.5Hf0.25Gd0.25B20,31.9,28.285591,27.090832,29.541782,0.6252425,20.967962,2.98
797,Y0.5Hf0.25Gd0.25B20,30.8,26.880621,26.414288,28.90438,0.63522786,21.30283,4.9
798,Y0.5Sc0.5CrB4,42.01892744,34.8838,29.64991,34.279514,1.1810215,42.293793,0.49
799,Y0.5Sc0.5CrB4,35.37329127,31.745712,27.398203,32.446278,1.2877741,46.116734,0.98
800,Y0.5Sc0.5CrB4,28.89589905,27.862122,25.329788,30.243269,1.253439,44.887154,1.96
801,Y0.5Sc0.5CrB4,26.16193481,25.993893,24.42718,28.278786,0.98255265,35.18639,2.94
802,Y0.5Sc0.5CrB4,24.16403785,23.950537,23.041662,26.791079,0.9564837,34.25283,4.9
803,Y0.5Sc1.5ReB6,36.7985002,37.622047,33.368114,37.781628,1.1258962,42.85147,0.49
804,Y0.5Sc1.5ReB6,33.87043031,33.157143,29.49354,32.65646,0.8068673,30.709269,0.98
805,Y0.5Sc1.5ReB6,27.23851718,27.716722,25.460081,28.580126,0.79592973,30.292986,1.96
806,Y0.5Sc1.5ReB6,25.31152615,25.28149,24.310911,26.442297,0.54372084,20.693947,2.94
807,Y0.5Sc1.5ReB6,23.48462178,23.4065,22.383118,24.487072,0.536723,20.42761,4.9
808,Y0.5Zr0.5B12,38.40990058,37.08403,34.213005,36.71599,0.63851607,27.329529,0.98
809,Y0.5Zr0.5B12,35.32123318,34.097916,31.200447,33.885647,0.68499994,29.319115,1.96
810,Y0.5Zr0.5B12,33.88790928,32.65758,29.876038,32.05213,0.555126,23.7603,2.94
811,Y0.5Zr0.5B12,31.66729873,30.678356,28.70693,30.424562,0.4381715,18.754456,4.9
812,Y0.5Zr0.5B12,43.26778151,44.09344,38.64449,43.434105,1.2218407,52.296776,0.49
813,Y0.75Sc0.25CrB4,39.6214511,37.338642,31.110273,36.431458,1.3574449,51.664185,0.49
814,Y0.75Sc0.25CrB4,33.05993691,33.215992,29.169321,33.120186,1.0078737,38.359547,0.98
815,Y0.75Sc0.25CrB4,27.97055731,28.598902,26.128061,29.756609,0.9256499,35.230118,1.96
816,Y0.75Sc0.25CrB4,25.90956887,26.505733,25.218426,28.395273,0.8104203,30.844494,2.94
817,Y0.75Sc0.25CrB4,22.98633018,24.080856,23.596933,27.316029,0.94874877,36.10926,4.9
818,Y0.75Sc1.25ReB6,37.65249996,39.005768,34.520374,40.440258,1.5101744,63.94712,0.49
819,Y0.75Sc1.25ReB6,33.94863904,34.37509,30.52296,35.045914,1.1538146,48.85735,0.98
820,Y0.75Sc1.25ReB6,28.51799579,29.04897,26.591013,30.34259,0.957035,40.52488,1.96
821,Y0.75Sc1.25ReB6,26.390743,26.732632,25.394789,27.999046,0.6643514,28.131426,2.94
822,Y0.75Sc1.25ReB6,24.81411719,24.671347,23.688177,26.192123,0.6387618,27.047855,4.9
823,Y0.75Zr0.25B12,35.75808038,36.3383,33.952442,36.398853,0.6240845,26.711834,0.98
824,Y0.75Zr0.25B12,34.36515194,33.05607,30.896786,33.717743,0.7196319,30.80142,1.96
825,Y0.75Zr0.25B12,31.98304244,31.54318,29.56109,31.874834,0.5902407,25.263266,2.94
826,Y0.75Zr0.25B12,30.89292454,29.641312,28.422836,30.247292,0.46542224,19.920832,4.9
827,Y0.95Sc0.05CrB4,38.44374343,34.48331,28.48307,33.092194,1.1757967,42.106693,0.49
828,Y0.95Sc0.05CrB4,32.49211356,30.38799,25.750229,31.058268,1.3540915,48.491642,0.98
829,Y0.95Sc0.05CrB4,27.54994742,26.886465,24.003628,28.90114,1.2493654,44.741276,1.96
830,Y0.95Sc0.05CrB4,26.47739222,24.853287,23.059378,26.899763,0.97969013,35.083878,2.94
831,Y0.95Sc0.05CrB4,23.02839117,22.800484,21.664343,25.490612,0.97608906,34.954918,4.9
832,Y1.25Sc0.75ReB6,40.26147397,38.784996,33.5887,40.84344,1.8506994,62.064552,0.49
833,Y1.25Sc0.75ReB6,33.9048655,34.40751,29.99498,35.63142,1.4378674,48.219933,0.98
834,Y1.25Sc0.75ReB6,29.62538689,28.951145,26.198572,30.528688,1.1046215,37.04429,1.96
835,Y1.25Sc0.75ReB6,26.8474912,26.768106,24.959219,28.225763,0.83330214,27.945395,2.94
836,Y1.25Sc0.75ReB6,25.19576944,24.51055,23.122822,26.810307,0.94068485,31.546553,4.9
837,Y1.5Sc0.5ReB6,38.53778674,38.520184,33.768673,38.862446,1.2994318,55.6178,0.49
838,Y1.5Sc0.5ReB6,34.15822147,33.883877,30.282043,34.10805,0.97602236,41.77535,0.98
839,Y1.5Sc0.5ReB6,28.7526043,28.671404,26.096842,28.432852,0.5959209,25.506388,1.96
840,Y1.5Sc0.5ReB6,25.52422136,26.383862,24.741547,26.408533,0.42525163,18.201464,2.94
841,Y1.5Sc0.5ReB6,23.42201235,24.100115,22.95121,24.709171,0.4484595,19.1948,4.9
842,Y1.75Sc0.25ReB6,35.48773456,37.544987,33.240086,38.90362,1.4447796,48.451736,0.49
843,Y1.75Sc0.25ReB6,33.63580411,33.21328,29.826145,33.694798,0.9869011,33.096447,0.98
844,Y1.75Sc0.25ReB6,27.17907359,27.873209,25.889008,28.60786,0.6935849,23.259876,1.96
845,Y1.75Sc0.25ReB6,25.57740401,25.788849,24.651222,26.31589,0.42465997,14.2412815,2.94
846,Y1.75Sc0.25ReB6,23.2249518,23.531292,22.722677,24.898413,0.5550346,18.61349,4.9
847,Y1.95Sc0.05ReB6,36.06584602,36.50747,33.107365,38.74448,1.4380397,48.225708,0.49
848,Y1.95Sc0.05ReB6,32.93758512,32.444244,29.677828,33.63701,1.0099951,33.870922,0.98
849,Y1.95Sc0.05ReB6,25.73007198,26.980074,25.633076,28.562895,0.74740285,25.0647,1.96
850,Y1.95Sc0.05ReB6,25.1044198,24.971876,24.404543,26.288324,0.4805565,16.115812,2.94
851,Y1.95Sc0.05ReB6,22.87711572,22.603039,22.42445,24.870848,0.6240811,20.929014,4.9
852,Y2Re0.5Cr0.5B6,28.13419913,35.31009,31.433895,35.55033,1.0501112,44.466114,0.49
853,Y2Re0.5Cr0.5B6,25.48268398,31.235846,27.861132,32.114056,1.0849296,45.94047,0.98
